y,x,filtered_y,filtered_x
-0.01614404,0.0004882887,-0.01236302,-0.5285542
-0.9787747,0.0004882887,-0.06596532,-0.4438089
-0.9929351,0.0,-0.1552066,-0.3753848
-1.000259,0.0004882887,-0.2160737,-0.2928404
-1.000748,0.0,-0.3021115,-0.2222156
-1.000748,0.0004882887,-0.3669793,-0.1413171
-1.000748,0.0004882887,-0.4501302,-0.06905222
-1.001236,0.0004882887,-0.5178235,0.0002819162
-1.000748,-0.0004882887,-0.5989498,0.0002462732
-1.000748,0.0,-0.6687305,0.0001675337
-1.000748,0.0004882887,-0.7482278,0.0001933061
-0.01565576,0.001953155,-0.6950053,0.0002522657
-0.01565576,0.0004882887,-0.6051093,0.0003593827
-0.01516747,0.0004882887,-0.5445176,0.0003019865
-0.01565576,0.0004882887,-0.4579779,0.0003865478
-0.01565576,0.0,-0.3933585,0.000321026
-0.01565576,0.0,-0.3098156,0.000309045
-0.01565576,0.0004882887,-0.2422729,0.0002782295
-0.01516747,0.0,-0.1609268,0.0003474898
0.1382162,0.0004882887,-0.08274814,0.0003498976
0.9816739,0.0009765774,0.05806659,0.0004084167
0.9811856,0.0004882887,0.1450273,0.0002933259
0.9811856,0.0004882887,0.2103759,0.0002904458
0.9811856,0.0004882887,0.2944988,0.0002928991
0.9816739,0.0004882887,0.3628596,0.0002908011
0.9806973,0.0009765774,0.4448952,0.0003550494
0.9811856,0.0,0.5153232,0.0003828386
0.9826506,0.0009765774,0.5958934,0.0003794108
0.9811856,0.0004882887,0.6678718,0.0004584375
0.9802091,0.0004882887,0.7359672,0.0004248807
0.9821622,0.0004882887,0.7359681,0.0004184754
0.9811856,0.0004882887,0.7360153,0.0003903069
0.9811856,0.0004882887,0.7359754,0.0004144578
0.9806973,0.0004882887,0.7359826,0.0003938701
0.9811856,0.0004882887,0.7359005,0.0004115088
0.9811856,0.0004882887,0.735972,0.0003612212
0.9811856,0.0,0.7359445,0.0003784802
0.9821622,0.0004882887,0.7359167,0.0003213384
0.9806973,0.0004882887,0.7358938,0.0003361772
0.9816739,0.0004882887,0.7359705,0.0003233227
-0.01565576,0.0009765774,0.6803734,0.0003613983
-0.01565576,0.0004882887,0.5887178,0.0003696816
-0.01565576,0.0009765774,0.5274367,0.000390004
-0.01516747,0.0004882887,0.4399063,0.0004136753
-0.01565576,0.0004882887,0.3745557,0.0003937893
-0.01516747,0.0004882887,0.2900103,0.0004110234
-0.01565576,0.0004882887,0.221744,0.0004317135
-0.01565576,0.0004882887,0.1393492,0.0004479231
-0.01565576,0.0,0.06899469,0.0004069534
-0.01565576,0.0004882887,-0.01167621,0.0004011287
0.8962234,0.9806973,0.03917327,0.05501304
0.9816739,0.9806973,0.1277268,0.1450887
0.9811856,0.9816739,0.1916569,0.20541
0.9787442,0.9811856,0.276785,0.2915631
0.9806973,0.9816739,0.3439754,0.3559216
0.9816739,0.9811856,0.4269096,0.4391091
0.9811856,0.9816739,0.4965883,0.5063279
0.9811856,0.9811856,0.5776965,0.5873107
0.9806973,0.9811856,0.6490849,0.6565963
0.9792325,0.9816739,0.728716,0.7359606
0.9811856,0.9797208,0.7355191,0.7359064
0.9811856,0.9806973,0.7355404,0.7358721
0.9792325,0.9806973,0.7353786,0.7358313
0.9811856,0.0004882887,0.7355287,0.6811213
0.9806973,-0.2168612,0.7355757,0.5788753
0.9811856,-1.000748,0.735492,0.4548436
0.9802091,-1.000259,0.7354743,0.2833097
0.9806973,-1.000748,0.7353797,0.1516488
0.9821622,-1.000748,0.7355083,-0.01461989
0.9811856,-1.000748,0.735654,-0.1517345
0.9816739,-1.000748,0.7356915,-0.3139421
0.9821622,-1.000748,0.7357547,-0.4548434
0.9806973,-1.002213,0.7358965,-0.6142571
0.9802091,-1.000259,0.7358155,-0.6872299
0.9816739,-1.000748,0.7358656,-0.7505649
0.9816739,-1.000259,0.7359245,-0.7505861
0.9811856,-1.000748,0.7359856,-0.7505624
0.9811856,-0.8718089,0.7360363,-0.7434285
0.9811856,0.0004882887,0.7359564,-0.6829059
0.9802091,0.0004882887,0.7359029,-0.5948477
0.9811856,0.1108415,0.7358317,-0.5236791
0.9821622,0.2495766,0.7358423,-0.4207517
0.9811856,0.5470054,0.7358825,-0.3163406
0.9806973,0.9577477,0.7359255,-0.16512
0.9811856,0.9806973,0.7358803,-0.01793943
0.9670253,0.9826506,0.7350604,0.1351987
0.6744793,0.9816739,0.717443,0.2837054
0.677409,0.9816739,0.6898563,0.4270787
0.6778974,0.9811856,0.6709079,0.5031307
0.9811856,0.9821622,0.6614895,0.576554
0.9811856,0.9811856,0.6692593,0.6443674
0.9826506,0.9811856,0.6623808,0.6993093
0.9811856,0.9806973,0.6681309,0.7342071
0.9811856,0.9806973,0.6631186,0.7360125
0.9816739,0.7897459,0.6673665,0.7254119
0.9811856,0.0004882887,0.6647274,0.6636873
0.9806973,-0.1968414,0.6900183,0.5683537
0.9816739,-0.9992828,0.711482,0.4400711
0.9816739,-1.000748,0.7360777,0.2722265
0.9816739,-1.000748,0.7360868,0.1373061
0.9806973,-1.000748,0.7360931,-0.0262653
0.9816739,-1.000748,0.7359689,-0.1656658
0.9821622,-1.001236,0.7360693,-0.3259948
0.9816739,-1.000748,0.7360929,-0.4686187
0.9811856,-1.000748,0.7360791,-0.6127038
0.9816739,-1.000748,0.7360852,-0.6854832
0.9821622,-1.000748,0.7362113,-0.7504677
0.9806973,-1.001724,0.7361572,-0.75065
0.9816739,-1.000748,0.7361216,-0.7506773
0.9816739,-1.000259,0.7361516,-0.7506272
0.9816739,-1.001236,0.7361963,-0.7506567
0.9811856,-1.000748,0.7361982,-0.7506726
0.9816739,-1.000748,0.7361202,-0.750624
0.9826506,-0.008789197,0.7362072,-0.6953345
0.8024414,0.9816739,0.7262583,-0.5489507
0.6818037,0.9811856,0.703059,-0.3969395
0.9811856,0.9806973,0.6976032,-0.2489485
0.9811856,0.9816739,0.702018,-0.09682298
0.9811856,0.9811856,0.6980904,0.05227551
0.9792325,0.33991,0.7011552,0.1683983
0.9821622,0.2270848,0.6982753,0.2529544
0.9811856,0.4566415,0.7007234,0.367711
0.9816739,0.6236973,0.6985786,0.485017
0.9811856,0.6183261,0.7002809,0.5422564
0.9816739,0.9816739,0.711628,0.5306492
0.9816739,0.9816739,0.7359466,0.539917
0.9811856,0.9806973,0.7358953,0.5315485
0.9806973,0.9811856,0.7359124,0.5382939
0.9816739,0.9802091,0.7358846,0.5321746
0.9816739,0.9816739,0.7361175,0.583436
0.9811856,0.9811856,0.7360241,0.6382865
0.9821622,0.9811856,0.7360912,0.6813159
0.9821622,0.9811856,0.7361352,0.7065591
0.6818037,0.0004882887,0.7194572,0.681196
0.6852216,0.0,0.69209,0.591037
0.9806973,-0.5045243,0.690429,0.5024755
0.9806973,-1.000748,0.6914899,0.3423312
0.9816739,-1.001236,0.6904203,0.2012663
0.9811856,-1.000748,0.6912372,0.04329745
0.9816739,-0.9939116,0.6903987,-0.100288
0.9811856,-0.7335927,0.6910498,-0.24148
0.9811856,-0.104036,0.6903703,-0.3280081
0.9806973,-0.5235981,0.6907475,-0.4319292
0.9816739,-0.005859465,0.7119217,-0.4562176
0.9821622,0.0,0.7359598,-0.4370225
0.9816739,0.0004882887,0.7360153,-0.4177393
0.9811856,0.0,0.7360783,-0.3276235
0.9821622,0.0004882887,0.7360781,-0.2635517
0.9792325,0.3599298,0.736018,-0.1570169
0.9806973,0.947982,0.7358441,-0.02430684
0.9811856,0.9802091,0.7359176,0.1181026
0.9806973,0.9816739,0.735827,0.1920455
0.9806973,0.9811856,0.7358712,0.3117013
0.9811856,0.9806973,0.7357905,0.384112
0.9816739,0.9811856,0.7357818,0.4608536
0.9816739,0.9802091,0.7357542,0.533566
0.9816739,0.9816739,0.735812,0.6098158
0.9811856,0.9811856,0.7357331,0.6832029
0.9816739,0.9816739,0.7359016,0.733099
0.9816739,0.9811856,0.7359962,0.7358284
0.9811856,0.9802091,0.7359905,0.7358067
0.9806973,0.9802091,0.7360041,0.7357213
0.9816739,0.0004882887,0.7360482,0.6810086
0.9811856,-0.5821927,0.7360853,0.5584697
0.9806973,-1.001236,0.7359915,0.4212069
0.9816739,-1.000748,0.7359891,0.2608315
0.9816739,-1.000748,0.7359901,0.1195297
0.9811856,-1.001236,0.7359967,-0.03865845
0.9821622,-1.001236,0.7360106,-0.1828177
0.2676432,-1.000748,0.6962348,-0.3392027
-0.0180972,-1.000259,0.6146959,-0.4851579
-1.000748,-1.000259,0.48983,-0.6400607
-1.000748,-1.000748,0.3192124,-0.7167394
-1.000748,-1.000748,0.1868695,-0.7505956
-1.000748,-1.000259,0.02132352,-0.7505258
-1.000748,-1.000259,-0.1162994,-0.7504833
-1.000748,-1.000748,-0.2781577,-0.7504783
-1.000748,-1.000748,-0.4194874,-0.7504469
-0.9987946,-1.000259,-0.5784542,-0.7503772
-1.000259,-0.9997711,-0.6708824,-0.7503075
-0.01565576,0.0004882887,-0.6954746,-0.6945055
-0.01565576,0.0004882887,-0.6049057,-0.6025469
-0.01516747,0.0004882887,-0.5443132,-0.5409422
-0.01565576,0.0004882887,-0.45774,-0.4530083
-0.01614404,0.0,-0.393176,-0.3873716
-0.01565576,0.0004882887,-0.3096263,-0.3025337
-0.01516747,0.0004882887,-0.2420974,-0.2338905
-0.01516747,0.0004882887,-0.1607324,-0.1512679
-0.01220722,-0.0004882887,-0.09109611,-0.08060928
-0.01565576,0.0004882887,-0.01135296,0.000235057
-0.01516747,0.0004882887,-0.01142641,0.0002726759
-0.01516747,0.0,-0.01129408,0.0002129089
-0.01712062,0.0004882887,-0.01148184,0.0002227737
-0.01516747,0.0004882887,-0.01144948,0.0002138772
-0.01467918,0.0004882887,-0.01134643,0.0002563922
-0.01516747,0.0,-0.01129131,0.0002263517
-0.01565576,0.0,-0.011332,0.0001837222
-0.01614404,0.0004882887,-0.01139266,0.0001788631
-0.01516747,0.0004882887,-0.0116366,0.0002529833
-0.01565576,0.0004882887,-0.01162549,0.000256793
-0.01565576,0.0009765774,-0.01166992,0.0002805048
-0.01565576,0.0004882887,-0.01170075,0.0003362163
-0.01614404,0.0,-0.01162952,0.0002952607
0.7794919,-0.2989242,0.03266083,-0.01640151
0.9811856,-1.000748,0.1169064,-0.08303701
0.9821622,-1.000259,0.1843691,-0.1658957
0.9811856,-1.002213,0.2666557,-0.2353884
0.9816739,-1.000748,0.3365717,-0.3167492
0.9816739,-1.000748,0.417271,-0.3881239
0.9816739,-1.000748,0.4888721,-0.4682097
0.9821622,-1.000259,0.5684216,-0.5409879
0.9816739,-1.000748,0.641271,-0.6200915
0.9816739,-1.000748,0.7199012,-0.6938291
0.9816739,-1.000748,0.7362465,-0.7505977
0.9816739,-1.001236,0.7362859,-0.7506133
0.9821622,-1.000748,0.7362781,-0.7506761
0.9821622,-1.000748,0.7363545,-0.7505507
0.9821622,-1.000748,0.7363914,-0.7505567
0.9821622,-1.001236,0.7364285,-0.7505789
-0.2114901,-1.000748,0.6699245,-0.750601
-0.9953765,-1.000259,0.5165288,-0.7505904
-0.9992828,-1.000259,0.3708785,-0.7505652
-0.9992828,-1.000259,0.2174921,-0.7505185
-1.001236,-1.001236,0.07001076,-0.7505445
-1.000259,-1.000259,-0.08306676,-0.7505002
-1.000748,-1.000748,-0.2316616,-0.7504632
-1.000748,-1.000748,-0.3843976,-0.7504945
-1.000259,-1.000748,-0.5337374,-0.7504675
-1.000748,-1.000748,-0.6860921,-0.7504552
-1.000259,-1.000748,-0.7498302,-0.750432
-1.000748,-1.000748,-0.7502512,-0.7504869
-1.000748,-1.000748,-0.7503677,-0.7505088
-1.000748,-1.000259,-0.7504748,-0.7505319
-1.001724,-1.000259,-0.7505036,-0.7504426
-0.2158846,0.0004882887,-0.7068095,-0.6946647
-0.01516747,0.0004882887,-0.6234737,-0.6026507
-0.01467918,0.9811856,-0.5567348,-0.4863902
-0.01467918,0.9816739,-0.4754257,-0.3082891
-0.01467918,0.9816739,-0.4062866,-0.1822297
0.7120775,0.9816739,-0.2860296,-0.01115382
0.6622721,0.09912261,-0.1511851,0.0726524
-0.01614404,0.0004882887,-0.07028423,0.1518811
-0.01565576,0.0004882887,0.0002053082,0.2264797
-0.01565576,0.0004882887,0.07959311,0.3047992
-0.01565576,0.0004882887,0.0946591,0.3075553
0.1914397,0.0004882887,0.1073631,0.3055861
0.7482414,0.0009765774,0.1565108,0.2368023
0.9816739,0.0009765774,0.23421,0.1572414
0.9821622,0.0,0.3074215,0.08672842
0.9811856,0.0004882887,0.3323528,0.008370629
0.9811856,0.0004882887,0.3520611,0.0004111026
0.9811856,0.0004882887,0.4288079,0.0003967642
0.9811856,0.0,0.5038037,0.0003818303
0.9806973,-0.0004882887,0.5803408,0.0002992606
0.9811856,-0.001464866,0.6556237,0.0001788806
0.9811856,-0.001464866,0.7171301,8.549781e-06
0.6642252,0.0009765774,0.7182791,-1.903431e-05
-0.01516747,0.0,0.6512579,-5.280133e-05
-0.01467918,0.0004882887,0.5692618,-6.460555e-05
-0.01565576,0.0004882887,0.4996275,-2.193186e-05
0.3384451,0.0009765774,0.4388291,-3.201119e-05
0.9816739,0.0004882887,0.435767,1.690849e-05
0.9811856,-0.005859465,0.4372419,-0.0003437181
0.9816739,-0.5436179,0.435187,-0.0307949
0.9816739,-0.7966125,0.4364154,-0.09459549
0.9821622,-1.000748,0.4350034,-0.1626845
0.9806973,-1.000748,0.4588041,-0.2447121
0.9816739,-1.000748,0.5320268,-0.3152641
0.9816739,-1.000259,0.6101057,-0.3958083
0.9816739,-1.000748,0.6841383,-0.4680117
0.9816739,-0.7184558,0.7361917,-0.5318143
0.2236667,0.0004882887,0.6939044,-0.5391558
0.3101244,0.0004882887,0.6291237,-0.5339388
0.9616541,0.0,0.6267426,-0.4998165
0.9816739,0.0004882887,0.6264884,-0.434679
0.9806973,0.0004882887,0.626166,-0.3635518
0.9811856,0.0009765774,0.626037,-0.2832302
0.9816739,0.7355154,0.6259329,-0.1696483
0.9821622,0.9816739,0.6258715,-0.009155005
0.9811856,0.9811856,0.6258089,0.1322925
0.7316091,0.9811856,0.6117869,0.2700751
0.6837568,0.9811856,0.6408431,0.339905
0.9821622,0.9811856,0.6917707,0.4183285
0.9841154,0.9811856,0.6960389,0.4895926
0.9816739,0.9821622,0.6938074,0.5671396
0.9811856,0.9811856,0.6956315,0.6393899
0.9816739,0.9806973,0.6940432,0.7160832
0.9811856,0.9816739,0.6953398,0.7359903
0.9811856,0.9811856,0.6940792,0.7359616
0.9802091,0.9782558,0.6949995,0.7357893
0.9811856,0.0004882887,0.7121168,0.6810216
0.7624018,-1.000748,0.723994,0.5351612
0.793164,-1.000748,0.7055137,0.3827483
0.9816739,-1.000259,0.7051879,0.2351041
0.9816739,-1.001724,0.705123,0.08265759
0.9816739,-1.000748,0.7050882,-0.06620565
0.9821622,-1.000259,0.7050862,-0.2182495
0.9816739,-1.000748,0.705097,-0.3678403
0.9806973,-1.000259,0.7050531,-0.5197496
0.8986649,-1.000748,0.7004852,-0.6695477
0.6759441,-1.000748,0.6804997,-0.7505186
0.6764324,-1.000748,0.6707408,-0.7505159
0.677409,-1.000748,0.6651068,-0.7505181
0.677409,-0.9997711,0.6402053,-0.750497
0.6769207,-1.001724,0.61864,-0.7504508
0.7242847,-1.000748,0.596769,-0.750504
0.9709316,-1.000748,0.592803,-0.750494
0.9811856,-1.000748,0.5947714,-0.7505364
0.9806973,-1.000748,0.5927263,-0.7505354
0.9816739,-1.000259,0.6002018,-0.7505428
-0.01614404,0.0004882887,0.5658113,-0.6946811
-0.01565576,0.0004882887,0.4990269,-0.6027052
-0.01565576,-0.0004882887,0.4593955,-0.5411363
-0.01565576,0.0004882887,0.396169,-0.4533244
0.07080186,0.450782,0.3577183,-0.3624169
0.9670253,0.9821622,0.3517392,-0.2065413
0.9821622,0.9816739,0.3727968,-0.06138549
0.9816739,0.9806973,0.3545873,0.0933725
0.9816739,0.9816739,0.3694976,0.2402775
0.9802091,0.9811856,0.356188,0.3941985
0.9806973,0.9816739,0.4389948,0.4700566
0.9816739,0.9806973,0.5088152,0.5435733
0.9196612,0.9816739,0.5864275,0.6192226
0.6632486,0.9821622,0.6379621,0.6932194
0.3032883,0.9811856,0.6640149,0.7360982
-0.01419089,0.5084306,0.5932105,0.7096863
-0.01516747,0.1069352,0.5152013,0.6438046
-0.01565576,0.0004882887,0.4418598,0.5719387
-0.01565576,0.0004882887,0.3642552,0.4958915
-0.01516747,0.0,0.29023,0.4230356
-0.01614404,-0.8019836,0.2130551,0.302467
-0.01565576,-1.000748,0.1383089,0.1442546
-0.01614404,-1.000748,0.06583158,0.001018323
0.2402991,-1.000748,0.02840709,-0.1555966
0.3785153,-1.000748,0.03388674,-0.3010927
0.4972,-1.000748,0.06880617,-0.4221621
0.4781262,-1.001724,0.1096212,-0.5026846
0.4649424,-0.9997711,0.1433449,-0.5825182
0.4654307,-1.000748,0.1822038,-0.6555543
0.4884108,-1.001236,0.2180411,-0.7345334
0.6109712,-1.001724,0.2653148,-0.7506318
0.5958343,-1.001236,0.3123281,-0.7507198
0.3120775,-0.8073548,0.3425816,-0.7399053
0.1157549,-0.02200351,0.3340268,-0.6783816
0.08886854,0.0004882887,0.3128863,-0.5930314
0.1035172,0.1196612,0.2827722,-0.5190459
0.3970703,0.767773,0.2709492,-0.3888202
0.9811856,0.9816739,0.302828,-0.240182
0.9816739,0.9025711,0.3472885,-0.09327152
0.9816739,0.9772793,0.3796958,0.05325869
0.9811856,0.9816739,0.4121905,0.207019
0.9816739,0.9802091,0.4373994,0.3551647
0.9816739,0.9811856,0.4905313,0.4942203
0.9811856,0.9816739,0.5536559,0.5712194
0.9821622,0.9811856,0.6238451,0.6454487
0.9821622,0.9816739,0.6889393,0.711937
0.9138018,0.6471352,0.7324244,0.7114627
0.7863279,0.09814603,0.7191222,0.6493591
0.7692378,0.007324331,0.7022778,0.5796146
0.7545891,0.001464866,0.6860889,0.5081426
-0.01516747,0.0004882887,0.625165,0.4317914
-0.01565576,0.0004882887,0.5378792,0.3590844
-0.01614404,0.0,0.4725839,0.2830875
-0.01516747,0.0004882887,0.3882389,0.2096548
-0.01565576,0.0004882887,0.319963,0.1339767
-0.01516747,0.0004882887,0.2377077,0.06014654
-0.01565576,0.0004882887,0.1722267,0.008795103
-0.01565576,0.0004882887,0.1062056,0.0009466138
-0.01516747,0.0004882887,0.05065903,0.0004117219
-0.01565576,0.0004882887,-0.01163215,0.0003259099
-0.01565576,0.0004882887,-0.01166446,0.0003317184
-0.01565576,0.0009765774,-0.01167035,0.0003539463
-0.01565576,0.0004882887,-0.01162989,0.0004110882
-0.01565576,0.0,-0.01166581,0.0003690294
-0.01565576,0.0004882887,-0.01166876,0.0003642289
-0.01614404,0.0,-0.01172863,0.0003409922
-0.01565576,0.0004882887,-0.01175209,0.0003198544
-0.01614404,0.0,-0.01175948,0.0003103877
-0.01419089,0.0004882887,-0.01174782,0.0002773447
-0.01565576,0.0009765774,-0.01166916,0.0003323919
-0.01565576,0.0004882887,-0.0117359,0.0003259748
-0.01565576,0.0004882887,-0.01167854,0.0002962543
-0.01565576,0.0004882887,-0.01172732,0.000287907
-0.01565576,0.0004882887,-0.01168545,0.000330288
-0.01516747,0.0004882887,-0.01169389,0.0003278295
-0.01565576,0.0009765774,-0.01161042,0.0003924036
0.9816739,0.9806973,0.04394909,0.05505427
0.9826506,0.8131838,0.1357278,0.1358185
-0.01516747,0.0004882887,0.1414128,0.1354327
-0.01565576,0.0004882887,0.1373571,0.1364896
-0.01614404,0.0,0.1414155,0.1360744
-0.01614404,0.0,0.1383375,0.1367667
-0.01614404,0.0004882887,0.1412312,0.136427
-0.01516747,0.0,0.138988,0.1369058
-0.01614404,0.0,0.1410604,0.1365849
-0.01614404,0.0004882887,0.139317,0.1368978
-0.01565576,0.0004882887,0.06888494,0.06593951
-0.01614404,0.0,-0.01188551,0.0001902993
-0.01663233,0.0004882887,-0.01198281,0.0001730988
-0.01614404,0.0009765774,-0.01204298,0.0002145436
-0.01614404,0.0,-0.01533935,0.0
-0.01614404,0.0,-0.02713887,0.0
-0.01663233,0.0,-0.04080246,0.0
-0.01614404,0.0,-0.05303708,0.0
-0.01614404,-0.0004882887,-0.06585301,-0.0004639501
-0.01663233,0.0,-0.07882047,-0.0003568854
-0.01614404,-0.0004882887,-0.09138588,-0.0008631831
-0.01663233,-0.0009765774,-0.1044727,-0.001658069
-0.01663233,-0.0004882887,-0.1174341,-0.001963301
-0.01663233,-0.0004882887,-0.1304497,-0.002371547
-0.01663233,-0.0004882887,-0.1308167,-0.002735875
-0.01663233,-0.0004882887,-0.1312064,-0.003125738
-0.01663233,-0.0004882887,-0.1312019,-0.003502417
-0.01614404,0.0,-0.131122,-0.003422489
-0.01614404,0.0,-0.1311452,-0.003064078
-0.01663233,-0.002441443,-0.1312106,-0.005367026
-0.01614404,-0.0004882887,-0.1311115,-0.004921731
-0.01614404,0.0004882887,-0.1307675,-0.003794847
-0.01614404,-0.0004882887,-0.1303626,-0.003899498
-0.01614404,0.0,-0.1299927,-0.003406559
-0.01614404,0.0004882887,-0.1296046,-0.002606321
-0.01614404,-0.1670558,-0.1292267,-0.1610337
-0.01614404,-0.2940414,-0.1288432,-0.4033791
-0.01663233,-0.4439765,-0.1293084,-0.7752592
-0.01614404,-0.6447242,-0.1292007,-1.307113
-0.01663233,-0.6818342,-0.1293257,-1.83904
-0.01663233,-0.6720684,-0.1296566,-2.365384
-0.01614404,0.0,-0.129605,-2.252051
-0.01663233,0.0004882887,-0.130078,-2.285417
-0.01614404,0.0009765774,-0.1299619,-2.260044
-0.01663233,-0.0004882887,-0.1304717,-2.272439
-0.01663233,0.0,-0.1308004,-2.134982
-0.01663233,-0.0004882887,-0.1312138,-1.909289
-0.01614404,0.0,-0.1307335,-1.560288
-0.01663233,0.0,-0.1312314,-1.057665
-0.01712062,-0.0004882887,-0.1316479,-0.5248276
-0.01663233,-0.0004882887,-0.1315696,-0.0004467164
-0.01614404,-0.0004882887,-0.131515,-0.0008347013
-0.01565576,-0.0004882887,-0.1306762,-0.001595623
-0.01614404,0.0,-0.1307745,-0.002277739
-0.01663233,-0.0004882887,-0.1308176,-0.002383675
-0.01565576,-0.0004882887,-0.1298889,-0.002723582
-0.01663233,0.0004882887,-0.1301087,-0.001821101
-0.01565576,0.0004882887,-0.1294763,-0.001476166
-0.01614404,0.0,-0.1292795,-0.001530295
-0.01614404,-0.0004882887,-0.1284297,-0.001600634
-0.01663233,0.0,-0.1285616,-0.001122272
-0.01614404,0.0,-0.1284286,-0.0007788077
-0.01614404,-0.0004882887,-0.1288669,-0.0008380064
-0.01663233,0.0,-0.129297,-0.0007427693
-0.01663233,0.0,-0.1292896,-0.0003968272
-0.01663233,0.0,-0.1300609,6.983784e-06
-0.01565576,0.0,-0.1291296,-0.0003858157
-0.01663233,0.0,-0.1301092,-0.0007608624
-0.01614404,0.7531243,-0.1299407,0.7148209
-0.01565576,0.9816739,-0.129554,1.482813
-0.01663233,0.0,-0.1296991,1.332881
-0.01956207,0.0,-0.1328207,1.377995
-0.01663233,0.0,-0.1325906,1.346354
-0.01614404,-0.0004882887,-0.1323663,1.360765
-0.01663233,0.0,-0.1323262,1.352089
-0.01663233,-0.0004882887,-0.1323578,1.356148
-0.01663233,0.0009765774,-0.1331051,1.354664
-0.01663233,-0.0004882887,-0.1331139,1.355297
-0.0180972,-0.0004882887,-0.1348827,0.7657265
-0.01614404,-0.0004882887,-0.1348632,-0.001242742
-0.01663233,-0.0004882887,-0.1350956,-0.001580351
-0.01614404,0.0,-0.1322227,-0.001522616
-0.01663233,0.0,-0.1323956,-0.00153403
-0.01663233,-0.0004882887,-0.1326993,-0.001605876
-0.01663233,0.0,-0.1327444,-0.00150328
-0.01663233,-0.0004882887,-0.1327209,-0.001625147
-0.01565576,-0.0004882887,-0.1318061,-0.002720902
-0.01663233,-0.0004882887,-0.1320132,-0.002750306
-0.01663233,0.0009765774,-0.1307875,-0.001343625
-0.01565576,-0.0004882887,-0.1302916,-0.001673196
-0.01614404,0.0,-0.1300163,-0.001077742
-0.01663233,0.0,-0.1304347,-0.001182769
-0.01663233,-0.0009765774,-0.1304364,-0.002052337
-0.01663233,-0.0004882887,-0.1304405,-0.001951665
-0.01712062,-0.0004882887,-0.1309039,-0.002376368
-0.01614404,0.0,-0.1303336,-0.001887279
-0.01663233,0.0,-0.131246,-0.001543401
-0.01614404,0.0,-0.1307135,-0.001136933
-0.01663233,0.0,-0.1308597,-0.001912357
-0.01663233,-0.0004882887,-0.1315601,-0.001987266
-0.01614404,-0.0004882887,-0.1315147,-0.002348258
-0.01663233,0.0,-0.1316026,-0.00228127
-0.01663233,-0.0004882887,-0.1315709,-0.001999627
-0.01614404,0.0,-0.1311272,-0.001497776
-0.01614404,-0.0004882887,-0.1303788,-0.001628493
-0.01614404,0.0,-0.130367,-0.001492025
-0.01565576,-0.0004882887,-0.1295265,-0.002013153
-0.01760891,0.0,-0.1310225,-0.001871761
-0.01614404,0.0,-0.1302788,-0.001931634
-0.01614404,0.0004882887,-0.1300496,-0.001050287
-0.01614404,-0.0004882887,-0.1299592,-0.001258204
-0.01614404,0.0,-0.1296239,-0.001098606
-0.01663233,0.0009765774,-0.1296805,0.0001371575
-0.01614404,0.0,-0.1295874,-3.51564e-05
-0.01614404,0.0009765774,-0.1296221,0.001337083
-0.01565576,-0.0004882887,-0.1291363,0.0006190569
-0.01614404,0.0,-0.1296358,0.00121211
-0.01614404,0.0,-0.1284423,0.001106429
-0.01663233,-0.0004882887,-0.1289361,0.0007006083
-0.01614404,0.0,-0.1288138,0.0003948924
-0.01614404,0.0,-0.1288647,0.0007513902
-0.01663233,-0.0004882887,-0.1292981,0.0003038548
-0.01663233,-0.0009765774,-0.129289,-0.001288063
-0.01663233,0.0,-0.1296797,-0.001111344
-0.01663233,-0.0004882887,-0.1300575,-0.002399854
-0.01663233,0.0,-0.1308229,-0.001870529
-0.01663233,-0.0004882887,-0.1312031,-0.002396739
-0.01760891,-0.0004882887,-0.1325132,-0.002716199
-0.01760891,0.0,-0.1332265,-0.002288982
-0.01614404,0.0,-0.133015,-0.002294838
-0.01663233,0.0,-0.1335361,-0.002287583
-0.01663233,0.0,-0.133468,-0.001908561
-0.01858549,0.0,-0.1353611,-0.001143756
-0.01614404,-0.1098955,-0.1344489,-0.1055627
-0.01614404,-0.3599603,-0.1342723,-0.4231023
-0.01663233,-0.5035477,-0.1342273,-0.8321555
-0.01614404,0.0,-0.1338025,-0.7467409
-0.01663233,0.0,-0.1331279,-0.7738409
-0.01663233,0.0,-0.1323337,-0.7550486
-0.01663233,-0.0004882887,-0.1327357,-0.7644257
-0.01663233,0.0,-0.1327256,-0.7591145
-0.01614404,-0.0004882887,-0.1322675,-0.7623426
-0.01760891,0.0,-0.1317729,-0.7606969
-0.01614404,0.0,-0.1314366,-0.6756803
-0.01614404,0.0,-0.1315704,-0.3939275
-0.01663233,-0.0004882887,-0.1315708,-0.00123319
-0.01663233,-0.0004882887,-0.1319692,-0.001580528
-0.01614404,0.0,-0.1314994,-0.001520911
-0.01614404,-0.0004882887,-0.1311469,-0.001998457
-0.01516747,-0.0004882887,-0.1298177,-0.001962365
-0.01614404,0.0,-0.1296598,-0.001902689
-0.01614404,-0.0004882887,-0.1295697,-0.001998322
-0.01614404,-0.0004882887,-0.1284796,-0.002344089
-0.01614404,0.0,-0.1284525,-0.002284057
-0.01614404,0.0,-0.1284678,-0.002297533
-0.01663233,-0.0004882887,-0.1285419,-0.002368464
-0.01663233,0.0004882887,-0.1285219,-0.001420874
-0.0180972,0.0,-0.1303106,-0.001567364
-0.01760891,-0.0004882887,-0.1312919,-0.001582885
-0.01663233,0.0,-0.1323537,-0.001132578
