y,x,filtered_y,filtered_x
-0.01907378,-0.002929732,-0.01433833,-0.002076049
-0.01907378,-0.002929732,-0.01434507,-0.002094905
-0.02005035,-0.002441443,-0.01439398,-0.002051268
-0.01907378,-0.002441443,-0.01446943,-0.002020198
-0.01907378,-0.002929732,-0.01443933,-0.002040659
-0.01907378,-0.002441443,-0.01443026,-0.002029173
-0.01956207,-0.002929732,-0.01443181,-0.001997689
-0.01858549,-0.002441443,-0.01447966,-0.002032087
-0.01907378,-0.002929732,-0.01439678,-0.001995155
-0.01907378,-0.002441443,-0.01439867,-0.00203422
-0.01907378,-0.002441443,-0.01436334,-0.001966089
-0.01907378,-0.002929732,-0.01439355,-0.001982887
-0.01858549,-0.003418021,-0.01427004,-0.002030376
-0.0180972,-0.002441443,-0.01421273,-0.002072049
-0.01907378,-0.001953155,-0.01417961,-0.001974769
-0.01907378,-0.002441443,-0.01420724,-0.001983798
-0.01907378,-0.002441443,-0.0141479,-0.001941002
-0.01907378,-0.002929732,-0.01419973,-0.001971161
-0.01907378,-0.002441443,-0.01418893,-0.00195114
-0.01907378,-0.002441443,-0.01419797,-0.001934797
-0.01907378,-0.002929732,-0.0141901,-0.001976188
-0.01858549,-0.002441443,-0.01416951,-0.001946647
-0.02102693,-0.002929732,-0.01429024,-0.001895234
-0.01956207,-0.002441443,-0.01448189,-0.00191281
-0.01907378,-0.002929732,-0.01442733,-0.00196066
-0.01907378,-0.002441443,-0.01447477,-0.001994733
-0.01907378,-0.002929732,-0.01443483,-0.001993309
-0.01907378,-0.002929732,-0.0144694,-0.002027762
-0.01907378,-0.002929732,-0.01444017,-0.002033192
-0.01858549,-0.002929732,-0.01443817,-0.002097285
-0.01858549,-0.002441443,-0.01437191,-0.002048863
-0.01907378,-0.002441443,-0.01442274,-0.002057225
-0.01907378,-0.002441443,-0.01427177,-0.002015358
-0.01858549,-0.002441443,-0.01420306,-0.002017763
-0.01907378,-0.002441443,-0.01418689,-0.001980737
-0.0180972,-0.002929732,-0.01414586,-0.002006037
-0.01907378,-0.002441443,-0.0140988,-0.001990227
-0.01907378,-0.002929732,-0.0141383,-0.001962304
-0.01907378,-0.002441443,-0.01410404,-0.001958318
-0.01907378,-0.002929732,-0.01416818,-0.001920357
-0.01907378,-0.002929732,-0.01418209,-0.001987458
-0.01858549,-0.002929732,-0.01417656,-0.001998697
-0.01858549,-0.002929732,-0.01411302,-0.002057797
-0.01907378,-0.002929732,-0.01416131,-0.002076083
-0.01907378,-0.002929732,-0.0141533,-0.00212932
-0.01858549,-0.002441443,-0.01420306,-0.00209027
-0.01907378,-0.002441443,-0.01418689,-0.00209069
-0.0180972,-0.002441443,-0.01414586,-0.002055662
-0.02005035,-0.002929732,-0.01415324,-0.002079478
-0.01907378,-0.002929732,-0.01422805,-0.002092318
-0.01858549,-0.002929732,-0.01413689,-0.002080947
-0.01907378,-0.003418021,-0.01420909,-0.002117593
-0.01956207,-0.002929732,-0.01424334,-0.00212698
-0.01858549,-0.002441443,-0.01426136,-0.002091832
-0.01907378,-0.002929732,-0.01420517,-0.00208101
-0.01956207,-0.002441443,-0.01431549,-0.002098077
-0.01907378,-0.002929732,-0.01429577,-0.002111434
-0.01907378,-0.002929732,-0.01438328,-0.002168674
-0.02005035,-0.001953155,-0.0143601,-0.002098846
-0.01907378,-0.003418021,-0.01439434,-0.002103745
-0.01858549,-0.002929732,-0.01437366,-0.00213986
-0.01907378,-0.002929732,-0.01438457,-0.002073574
-0.0180972,-0.002929732,-0.01428561,-0.00209631
-0.01956207,-0.002929732,-0.01431709,-0.002112007
-0.01858549,-0.002441443,-0.01433717,-0.002105049
-0.01907378,-0.002929732,-0.01424379,-0.002105264
-0.01956207,-0.003418021,-0.01431674,-0.002165777
-0.01858549,-0.002441443,-0.01426786,-0.002127565
-0.01907378,-0.002441443,-0.01419831,-0.002162673
-0.01907378,-0.002441443,-0.01419002,-0.002096633
-0.0180972,-0.001953155,-0.01417776,-0.002023608
-0.01907378,-0.002441443,-0.01414005,-0.001976452
-0.02005035,-0.002441443,-0.01429662,-0.001947751
-0.01907378,-0.002441443,-0.01427653,-0.001903277
-0.01907378,-0.002441443,-0.0142954,-0.001907508
-0.01858549,-0.002929732,-0.01428595,-0.001895854
-0.01907378,-0.002929732,-0.01421798,-0.001869696
-0.01907378,-0.002441443,-0.01427737,-0.001865674
-0.02005035,-0.002441443,-0.0143147,-0.001869498
-0.01907378,-0.002441443,-0.01436455,-0.001866505
-0.02005035,-0.002929732,-0.0144473,-0.001931728
-0.02005035,-0.002441443,-0.01458068,-0.001950813
-0.01907378,-0.002441443,-0.01447879,-0.001934871
-0.01956207,-0.002441443,-0.0145266,-0.001948755
-0.01907378,-0.00390631,-0.01452737,-0.002018743
-0.01907378,-0.002929732,-0.01456273,-0.002073804
-0.01956207,-0.002929732,-0.01459405,-0.002026735
-0.01956207,-0.002441443,-0.01463585,-0.002074952
-0.02053864,-0.002441443,-0.01465278,-0.002034592
-0.01858549,-0.002929732,-0.01466697,-0.002096918
-0.01956207,-0.002929732,-0.01457186,-0.002076998
-0.01907378,-0.002929732,-0.01455665,-0.002128979
-0.01907378,-0.002441443,-0.01450281,-0.002126121
-0.01956207,-0.002441443,-0.01454127,-0.002129287
-0.01858549,-0.002929732,-0.01448868,-0.0020486
-0.01907378,-0.002929732,-0.0144932,-0.002049555
-0.01956207,-0.002929732,-0.01448141,-0.002048373
-0.01907378,-0.002929732,-0.0144635,-0.002084351
-0.01907378,-0.002929732,-0.01433962,-0.002122408
-0.01858549,-0.002929732,-0.01435242,-0.002123511
-0.01956207,-0.002929732,-0.01432642,-0.002122481
-0.0180972,-0.002929732,-0.0143012,-0.002123298
-0.01907378,-0.002929732,-0.01424106,-0.002157793
-0.01858549,-0.002441443,-0.01422959,-0.00217006
-0.01907378,-0.002929732,-0.01419967,-0.002152405
-0.01858549,-0.002441443,-0.01423131,-0.002140024
-0.01907378,-0.002929732,-0.01412779,-0.002109514
-0.01907378,-0.002929732,-0.01418201,-0.002135209
-0.01907378,-0.001464866,-0.01413531,-0.002031322
-0.01907378,-0.002441443,-0.0142102,-0.001969935
-0.01907378,-0.002929732,-0.01414452,-0.001980587
-0.01907378,-0.002929732,-0.01423725,-0.001970612
-0.01907378,-0.002929732,-0.01422541,-0.001978494
-0.01907378,-0.002929732,-0.01427071,-0.002006531
-0.01907378,-0.002929732,-0.01426572,-0.00201599
-0.01907378,-0.002929732,-0.01430521,-0.002042904
-0.01858549,-0.002441443,-0.01427799,-0.002026272
-0.01907378,-0.002441443,-0.01426033,-0.001972229
-0.01858549,-0.002441443,-0.01424795,-0.002055662
-0.01907378,-0.002929732,-0.01421744,-0.002079478
-0.01907378,-0.002929732,-0.01424314,-0.002092318
-0.01858549,-0.002929732,-0.01419369,-0.002080947
-0.01907378,-0.002441443,-0.01419483,-0.002063153
-0.01907378,-0.002929732,-0.01419346,-0.002037229
-0.01907378,-0.002929732,-0.01419436,-0.00205898
-0.0180972,-0.002929732,-0.01413894,-0.002040104
-0.01611353,-0.002929732,-0.01397453,-0.002091263
-0.01858549,-0.002929732,-0.01387291,-0.002116386
-0.01907378,-0.002929732,-0.01395215,-0.002163814
-0.01907378,-0.002929732,-0.01391658,-0.002156976
-0.01956207,-0.002929732,-0.01397302,-0.002162785
-0.01907378,-0.002441443,-0.01400009,-0.002130573
-0.01611353,-0.002929732,-0.01384532,-0.002152405
-0.01907378,-0.002441443,-0.01372925,-0.002140024
-0.01858549,-0.002929732,-0.01379952,-0.002109514
-0.01956207,-0.002929732,-0.01379505,-0.002135209
-0.01907378,-0.002929732,-0.01411981,-0.002112983
-0.01907378,-0.002929732,-0.01408163,-0.002131779
-0.01858549,-0.002929732,-0.01412045,-0.00211557
-0.01907378,-0.002441443,-0.01404611,-0.002102099
-0.01907378,-0.002441443,-0.01407399,-0.002045395
-0.01907378,-0.002441443,-0.01401609,-0.002060654
-0.01907378,-0.002929732,-0.01427898,-0.002039991
-0.01858549,-0.002929732,-0.01423159,-0.002092318
-0.0180972,-0.002929732,-0.01421191,-0.002080947
-0.01858549,-0.002929732,-0.0141179,-0.002090373
-0.01907378,-0.002441443,-0.01412287,-0.002054885
-0.01907378,-0.002441443,-0.01411787,-0.002016921
-0.01858549,-0.002929732,-0.00103606,-0.0001633197
-0.01858549,-0.002929732,-0.00274411,-0.000432569
-0.01858549,-0.002441443,-0.003887357,-0.0005855653
-0.01858549,-0.001953155,-0.005519877,-0.0007708136
-0.01907378,-0.002441443,-0.006766425,-0.0009153319
-0.01907378,-0.002929732,-0.008387336,-0.00116294
-0.01858549,-0.003418021,-0.009663924,-0.001390937
-0.01956207,-0.002441443,-0.01125043,-0.001622677
-0.01858549,-0.002441443,-0.0126007,-0.001769986
-0.02005035,-0.002929732,-0.01415417,-0.002016619
-0.01858549,-0.002441443,-0.01423427,-0.001980601
-0.02346838,-0.002441443,-0.01443914,-0.001942886
-0.01858549,-0.002929732,-0.01467402,-0.001968924
-0.01858549,-0.002929732,-0.01447637,-0.002050297
-0.01907378,-0.002441443,-0.01463943,-0.002055861
-0.01858549,-0.002929732,-0.0144736,-0.002043652
-0.02151522,-0.002929732,-0.0147463,-0.00201839
-0.01858549,-0.002929732,-0.01468927,-0.002041133
-0.01907378,-0.003418021,-0.01469996,-0.002117666
-0.01907378,-0.002441443,-0.01465479,-0.002099546
-0.01858549,-0.002929732,-0.01463445,-0.002109489
-0.02444495,-0.002929732,-0.0146273,-0.002169831
-0.01513695,-0.002441443,-0.01459546,-0.002124709
-0.01907378,-0.002929732,-0.01436446,-0.00212229
-0.01907378,-0.002441443,-0.01459548,-0.002132082
-0.01858549,-0.002929732,-0.0144061,-0.002116352
-0.01858549,-0.002929732,-0.01435735,-0.0021294
-0.01907378,-0.00390631,-0.01422427,-0.002172415
-0.01760891,-0.002929732,-0.01428965,-0.002182042
-0.01907378,-0.002441443,-0.01411067,-0.002148422
-0.01907378,-0.002929732,-0.0142979,-0.002170226
-0.02005035,-0.002929732,-0.01383774,-0.002151523
-0.01956207,-0.002929732,-0.0142523,-0.002202707
-0.02005035,-0.002929732,-0.01426558,-0.002192688
-0.01956207,-0.003418021,-0.01436362,-0.0022637
-0.01956207,-0.002929732,-0.01438394,-0.002277679
-0.01907378,-0.002929732,-0.01447726,-0.002265986
-0.02102693,-0.002929732,-0.01454096,-0.002205676
-0.02005035,-0.002929732,-0.01481096,-0.002189828
-0.01956207,-0.003418021,-0.01479198,-0.002265906
-0.01956207,-0.002929732,-0.01487788,-0.00227562
-0.01907378,-0.002929732,-0.01477628,-0.002267619
-0.01907378,0.01367208,-0.0147616,-0.001349186
-0.01858549,0.01367208,-0.01464357,0.0001824229
-0.01956207,0.2866865,-0.01462862,0.01645312
-0.01907378,0.3296559,-0.0146135,0.04540536
-0.01907378,0.4449225,-0.01459306,0.07365622
-0.01956207,0.6105134,-0.01449705,0.1215184
-0.01858549,0.7189136,-0.01438747,0.1726886
-0.02005035,-0.002929732,-0.01439223,0.1901023
-0.02005035,-0.003418021,-0.01445541,0.1760393
-0.02005035,-0.002441443,-0.01450442,0.1886284
-0.02005035,-0.002929732,-0.01459963,0.1771426
-0.01907378,-0.002929732,-0.01463642,0.1849262
-0.009765774,-0.002929732,-0.0140859,0.1564531
-0.02005035,-0.003418021,-0.013798,0.1369004
-0.02005035,-0.003418021,-0.01417625,0.0983407
-0.01956207,-0.002441443,-0.0139245,0.05612225
-0.01907378,-0.5763333,-0.01418077,-0.03418426
-0.02005035,-1.003189,-0.01397879,-0.1107044
-0.02005035,-1.003677,-0.0141492,-0.1851735
-0.02053864,-0.002441443,-0.01402916,-0.2060797
-0.01907378,-0.003418021,-0.01411707,-0.1892511
-0.01858549,-0.002929732,-0.01394829,-0.2044053
-0.01907378,-0.002929732,-0.01472415,-0.1919936
-0.01907378,-0.002441443,-0.01463449,-0.202931
-0.01907378,-0.002929732,-0.01457356,-0.1937598
-0.01907378,-0.002929732,-0.01452316,-0.2018097
-0.01907378,-0.002929732,-0.01453267,-0.1537338
-0.02005035,-0.002929732,-0.01450864,-0.08309956
-0.02005035,-0.002441443,-0.01452755,-0.002123661
-0.02005035,-0.002929732,-0.01447497,-0.002158427
-0.01907378,-0.002929732,-0.01450132,-0.00212694
-0.02053864,-0.002441443,-0.01459679,-0.002092674
-0.01956207,-0.002441443,-0.01469971,-0.002053663
-0.01907378,-0.003418021,-0.014654,-0.002108182
-0.02005035,-0.002929732,-0.0147487,-0.002135763
-0.01956207,-0.002929732,-0.0147777,-0.002112087
-0.01907378,-0.002441443,-0.01479498,-0.002105014
-0.01956207,-0.002929732,-0.01473801,-0.002070081
-0.02005035,-0.002441443,-0.01474483,-0.002107662
-0.02005035,-0.002441443,-0.01473807,-0.002040961
-0.01956207,-0.002929732,-0.01478643,-0.002056655
-0.02005035,-0.002929732,-0.01473597,-0.002077954
-0.01956207,-0.002929732,-0.01475276,-0.002128376
-0.01956207,-0.002929732,-0.01477408,-0.002083535
-0.02102693,-0.003418021,-0.01483635,-0.002115133
-0.01907378,-0.001953155,-0.01484514,-0.002074459
-0.02005035,-0.01123064,-0.01486008,-0.002525507
-0.01956207,-0.7111315,-0.01492238,-0.04234814
-0.02200351,-1.005631,-0.01497056,-0.1235963
-0.01907378,-1.004654,-0.01503814,-0.1944596
-0.02005035,-0.02395666,-0.01493446,-0.2198119
-0.01956207,-0.002929732,-0.01502956,-0.2009642
-0.01907378,-0.002929732,-0.01488817,-0.2178421
-0.02005035,-0.002929732,-0.01499592,-0.203985
-0.01858549,-0.002929732,-0.01478478,-0.2162056
-0.01956207,-0.002929732,-0.01481776,-0.2060991
-0.01956207,-0.002929732,-0.01478784,-0.2144268
-0.01907378,-0.002441443,-0.01475229,-0.1557583
-0.01956207,-0.002441443,-0.01456542,-0.0846181
-0.01858549,-0.002929732,-0.01453678,-0.003822775
-0.01956207,-0.002441443,-0.01447766,-0.002097133
-0.01956207,-0.002929732,-0.01449371,-0.002077479
-0.01956207,-0.002929732,-0.01451473,-0.002093802
-0.01956207,-0.002929732,-0.01449491,-0.002079517
-0.01907378,-0.002929732,-0.01452108,-0.002091476
-0.01956207,-0.003418021,-0.01452512,-0.002108295
-0.01956207,-0.002929732,-0.01452129,-0.002134707
-0.01956207,-0.002441443,-0.01455954,-0.002120306
-0.01907378,-0.003418021,-0.01453319,-0.00218802
-0.02005035,-0.002929732,-0.01461236,-0.002204666
-0.02005035,-0.002929732,-0.01468001,-0.002225832
-0.02005035,-0.002441443,-0.01469036,-0.002214381
-0.01956207,-0.002929732,-0.01472269,-0.002183337
-0.02005035,-0.002929732,-0.01472271,-0.00220968
-0.01907378,-0.002441443,-0.01477194,-0.002159818
-0.01907378,-0.002929732,-0.01469596,-0.002126178
-0.01956207,-0.002929732,-0.01472008,-0.002120845
-0.01956207,-0.002929732,-0.0146993,-0.002160411
-0.01956207,-0.002929732,-0.01475219,-0.002124941
-0.02005035,-0.002929732,-0.01473264,-0.002121378
-0.01956207,-0.002929732,-0.01472121,-0.002124327
-0.02151522,-0.002929732,-0.01477106,-0.002156976
-0.01956207,0.00390631,-0.0148585,-0.001781705
-0.01907378,0.9792325,-0.0147224,0.0532217
-0.02102693,-0.002441443,-0.01488169,0.08851345
-0.02005035,-0.002929732,-0.01496483,0.05886369
-0.01956207,-0.002929732,-0.01496944,0.08455284
-0.01956207,-0.002929732,-0.01496645,0.0628615
-0.01956207,-0.002929732,-0.01496971,0.08158988
-0.01907378,-0.001953155,-0.01490497,0.06577616
-0.01956207,-0.002929732,-0.01488599,0.07947655
-0.01956207,-0.002441443,-0.01476126,0.0678674
-0.01907378,-0.001953155,-0.01470561,0.07744784
-0.01956207,-0.003418021,-0.01474746,-0.002001157
-0.01956207,-0.002441443,-0.01463946,-0.002029159
-0.01956207,-0.002929732,-0.01459506,-0.001997694
-0.01956207,-0.002929732,-0.01459908,-0.002024051
-0.01956207,-0.002441443,-0.01459552,-0.001973936
-0.01956207,-0.002929732,-0.01459847,-0.001975569
-0.01956207,-0.002929732,-0.01463111,-0.002044201
-0.01956207,-0.002441443,-0.01463692,-0.002025531
-0.01956207,-0.002441443,-0.01463193,-0.002008368
-0.01956207,-0.002441443,-0.01467142,-0.002058734
-0.01858549,-0.002929732,-0.01461698,-0.002006526
-0.01956207,-0.002441443,-0.01458167,-0.002024795
-0.01956207,-0.002929732,-0.01461135,-0.002001578
-0.02005035,-0.4654612,-0.01461286,-0.02780496
-0.02102693,-0.1958648,-0.01473388,-0.05530223
-0.01907378,-0.002929732,-0.01472605,-0.04823981
-0.0180972,-0.003418021,-0.01461095,-0.05456485
-0.01956207,-0.003418021,-0.01458686,-0.0494541
-0.01907378,-0.002929732,-0.01457972,-0.05407251
-0.01858549,-0.002929732,-0.01449011,-0.05029646
-0.01907378,-0.002929732,-0.0145276,-0.05363304
-0.02005035,-0.002929732,-0.01454852,-0.05087084
-0.01956207,-0.002929732,-0.01457071,-0.05330595
-0.01907378,-0.002929732,-0.01448892,-0.01787333
-0.01907378,-0.002929732,-0.01435093,-0.002272078
-0.01858549,-0.002929732,-0.014307,-0.002271261
-0.01956207,-0.002441443,-0.01440158,-0.002209547
-0.01907378,-0.002441443,-0.01439389,-0.002125185
-0.01907378,-0.002929732,-0.01436694,-0.002122369
-0.01956207,-0.002929732,-0.01445258,-0.002124353
-0.01907378,-0.002929732,-0.01445418,-0.002122354
-0.01956207,-0.002929732,-0.01440989,-0.002123838
-0.01907378,-0.002929732,-0.01438613,-0.002122408
-0.02005035,-0.001464866,-0.01442753,-0.002041851
-0.01907378,-0.002929732,-0.01447426,-0.001987857
-0.0180972,-0.002441443,-0.01441582,-0.00200597
-0.01907378,-0.002929732,-0.01438295,-0.001984246
-0.01907378,-0.002929732,-0.01437716,-0.002071139
-0.01858549,-0.002929732,-0.01435481,-0.00203017
-0.01858549,-0.002929732,-0.01427047,-0.002064849
-0.01858549,-0.003418021,-0.01424035,-0.002062183
-0.01956207,-0.002929732,-0.01421668,-0.002105205
-0.01956207,-0.002929732,-0.01427071,-0.002068552
-0.01858549,-0.002929732,-0.01416758,-0.002205676
-0.01907378,-0.002441443,-0.01414738,-0.002162608
-0.01956207,-0.002441443,-0.01426214,-0.002166591
-0.01858549,-0.002929732,-0.01424515,-0.002155834
-0.02053864,-0.002929732,-0.01430058,-0.002164657
-0.01956207,-0.002441443,-0.01443828,-0.002129629
-0.01907378,0.5977874,-0.01443118,0.0313689
-0.01858549,0.9792325,-0.01447974,0.1078662
-0.02005035,-0.002929732,-0.01445082,0.1251342
-0.02005035,-0.7736629,-0.01454297,0.06812625
-0.01956207,0.5714198,-0.01457535,0.08478594
-0.02005035,-0.002929732,-0.01467771,0.1186263
-0.02005035,-1.006119,-0.01469218,0.03400681
-0.02005035,-0.002441443,-0.01481873,0.02245043
-0.02005035,-0.002441443,-0.01477621,0.03203368
-0.02005035,-1.004654,-0.01481377,-0.03223806
-0.01956207,-0.002441443,-0.01485849,-0.1048009
-0.02053864,-0.7418937,-0.01497967,-0.1970013
-0.02053864,-1.004166,-0.0150452,-0.3043183
-0.02005035,-0.002441443,-0.01503017,-0.2416004
-0.02005035,-0.002441443,-0.01507852,-0.2843329
-0.01956207,-0.002929732,-0.01504393,-0.288214
-0.02005035,-0.002929732,-0.01503273,-0.2130504
-0.01956207,-0.003418021,-0.01501495,-0.2083856
-0.01907378,-0.002929732,-0.0149347,-0.2127564
-0.009765774,-0.002929732,-0.0143478,-0.1369587
-0.01956207,-0.002441443,-0.01399485,-0.1326295
-0.01858549,-0.001953155,-0.01416667,-0.0830232
-0.01956207,-0.002441443,-0.01379659,-0.002017699
-0.01907378,-0.002929732,-0.01397981,-0.002043421
-0.01907378,-0.002441443,-0.01368386,-0.002062511
-0.01956207,-0.003418021,-0.01386022,-0.002065753
-0.01907378,-0.002929732,-0.01364538,-0.002103292
-0.01907378,-0.002441443,-0.01372593,-0.002008565
-0.02005035,-0.002441443,-0.01367747,-0.001987474
-0.01858549,-0.001464866,-0.01444507,-0.001882557
-0.01956207,-0.002929732,-0.01438404,-0.001884201
-0.01907378,-0.002929732,-0.01447878,-0.001985921
-0.01907378,-0.001953155,-0.01439673,-0.001946535
-0.01956207,-0.002929732,-0.01446059,-0.001931561
-0.01907378,-0.002929732,-0.01444712,-0.001978706
-0.01956207,-0.002441443,-0.01445101,-0.001909085
-0.01907378,-0.002929732,-0.01445512,-0.001893443
-0.01907378,-0.002929732,-0.01445206,-0.001941459
-0.01907378,-0.002929732,-0.01438451,-0.001968998
-0.01907378,-0.002929732,-0.01441019,-0.002084638
-0.01907378,-0.002441443,-0.01438692,-0.002059664
-0.01907378,-0.002929732,-0.01437317,-0.002039966
-0.02053864,-0.002441443,-0.01446666,-0.00209972
-0.01956207,-0.003418021,-0.01450155,-0.002102239
-0.01907378,-0.002929732,-0.01447967,-0.002140597
-0.01956207,-0.001953155,-0.01449113,-0.002088579
-0.01907378,-0.002441443,-0.01448908,-0.0020577
-0.01907378,-0.002929732,-0.0144915,-0.002042658
-0.01907378,-0.003418021,-0.0144899,-0.002082129
-0.01907378,-0.002929732,-0.01449162,-0.002088869
-0.01956207,-0.002929732,-0.01451762,-0.002118276
-0.01907378,-0.002929732,-0.0145365,-0.002126841
-0.01907378,-0.002929732,-0.01441503,-0.00215473
-0.01907378,-0.001953155,-0.01438259,-0.002074953
-0.01907378,-0.002441443,-0.01437673,-0.002000307
-0.01907378,-0.002929732,-0.01434661,-0.002093149
-0.01907378,-0.002929732,-0.01433867,-0.002115957
-0.01858549,0.0004882887,-0.01431829,-0.001939267
-0.01760891,-0.003418021,-0.01421317,-0.001795528
-0.02102693,-0.002929732,-0.01428891,-0.001923565
-0.02005035,-0.002929732,-0.01440615,-0.00181301
