0,-0.008300907,-0.02493324
1,-0.007812619,-0.02493324
2,-0.008300907,-0.02493324
3,-0.006347753,-0.02493324
4,-0.007812619,-0.02493324
5,-0.007812619,-0.02493324
6,-0.007812619,-0.02493324
7,-0.007812619,-0.02444495
8,-0.008300907,-0.02493324
9,-0.007812619,-0.02444495
10,-0.007812619,-0.02493324
11,-0.008300907,-0.02493324
12,-0.007812619,-0.02444495
13,-0.008789197,-0.02444495
14,-0.008300907,-0.02590982
15,-0.007812619,-0.02493324
16,-0.008300907,-0.02493324
17,-0.008300907,-0.02493324
18,-0.006836042,-0.02493324
19,-0.007812619,-0.02444495
20,-0.008300907,-0.02493324
21,-0.007812619,-0.02493324
22,-0.007812619,-0.02493324
23,-0.008300907,-0.02493324
24,-0.007324331,-0.02590982
25,-0.008300907,-0.02493324
26,-0.008300907,-0.02493324
27,-0.008789197,-0.02444495
28,-0.008789197,-0.02493324
29,-0.007812619,-0.02493324
30,-0.007812619,-0.02493324
31,-0.007812619,-0.02493324
32,-0.01025406,-0.02542153
33,-0.008300907,-0.02493324
34,-0.008300907,-0.02493324
35,-0.007812619,-0.02493324
36,-0.007812619,-0.02493324
37,-0.007812619,-0.02590982
38,-0.007812619,-0.02493324
39,-0.008789197,-0.02493324
40,-0.008789197,-0.02493324
41,-0.007812619,-0.02493324
42,-0.008300907,-0.02493324
43,-0.007812619,-0.02493324
44,-0.008300907,-0.02493324
45,-0.007812619,-0.02493324
46,-0.008789197,-0.02493324
47,-0.007812619,-0.02493324
48,-0.007812619,-0.02493324
49,-0.01074235,-0.02444495
50,-0.008300907,-0.02493324
51,-0.007812619,-0.02493324
52,-0.006836042,-0.02444495
53,-0.008300907,-0.02444495
54,-0.007812619,-0.02493324
55,-0.007812619,-0.02493324
56,-0.007812619,-0.02493324
57,-0.007812619,-0.0224918
58,-0.007812619,-0.02493324
59,-0.008789197,-0.02493324
60,-0.009277486,-0.02493324
61,-0.007812619,-0.02493324
62,-0.006347753,-0.02493324
63,-0.006836042,-0.02493324
64,-0.007324331,-0.02493324
65,-0.006836042,-0.02298009
66,-0.008789197,-0.02590982
67,-0.008789197,-0.02444495
68,-0.008789197,-0.02493324
69,-0.008789197,-0.02444495
70,-0.008300907,-0.02444495
71,-0.007812619,-0.02493324
72,-0.008300907,-0.02493324
73,-0.007812619,-0.02444495
74,-0.007812619,-0.02493324
75,-0.008300907,-0.02444495
76,-0.007812619,-0.02493324
77,-0.008300907,-0.02444495
78,-0.008300907,-0.02493324
79,-0.007812619,-0.02444495
80,-0.007812619,-0.02493324
81,-0.007812619,-0.02493324
82,-0.008789197,-0.02493324
83,-0.008300907,-0.02493324
84,-0.008300907,-0.02493324
85,-0.008300907,-0.02493324
86,-0.006836042,-0.02493324
